siteid,sitename,reference,doi,collunitid,handle,discovery,analysisunitid,analysisunitname,labnumber,uncal14Cage,uncal14Cerr,>,materialdated,taxondated,elementdated,depth,notes,method,d13C,%C,%N,C:N
5152,Vero 3,Adovasio et al. 2019,https://doi.org/10.1080/20555563.2019.1670031,6303,VERO3,lit search,83299,Assemblage,UGAMS-25401,520,25,FALSE,Bone tool - tanged,,,"Overburden, disturbed F3",Collagen,,,,,
5152,Vero 3,Adovasio et al. 2019,https://doi.org/10.1080/20555563.2019.1670031,6303,VERO3,lit search,83299,Assemblage,UGAMS-24720,6330,30,FALSE,Textile - close diagonal twining,,,"Overburden, disturbed F3",Plant fiber,,,,,
5152,Vero 3,Adovasio et al. 2019,https://doi.org/10.1080/20555563.2019.1670031,6303,VERO3,lit search,83299,Assemblage,UGAMS-25396,6070,30,FALSE,Collagen,,,V2512,"Bone tool – apatulate, near tip",,,,,
5152,Vero 3,Adovasio et al. 2019,https://doi.org/10.1080/20555563.2019.1670031,6303,VERO3,lit search,83299,Assemblage,UGAMS-25400,11100,30,FALSE,Holmesina septentrionalis - scute,Holmesina septentrionalis,scute,"Overburden, disturbed F3",Bioapatite,,,,,
5152,Vero 3,Adovasio et al. 2019,https://doi.org/10.1080/20555563.2019.1670031,6303,VERO3,lit search,83299,Assemblage,UGAMS-25412,7170,30,FALSE,Textile - open simple twining,,,"Overburden, disturbed F3",Plant fiber,,,,,
5152,Vero 3,Adovasio et al. 2019,https://doi.org/10.1080/20555563.2019.1670031,6303,VERO3,lit search,83299,Assemblage,UGAMS-28569,9240,30,FALSE,Equus sp. - incisor,,,"Overburden, disturbed F3",Bioapatite,,,,,
5152,Vero 3,Adovasio et al. 2019,https://doi.org/10.1080/20555563.2019.1670031,6303,VERO3,lit search,83299,Assemblage,UGAMS-30128 E&D,11440,30,FALSE,Tapirus veroensis - molar,Tapirus veroensis,molar,"Overburden, disturbed F3, average of 2 trials",Bioapatite,,,,,
5152,Vero 3,Adovasio et al. 2019,https://doi.org/10.1080/20555563.2019.1670031,6303,VERO3,lit search,83299,Assemblage,UGAMS-29633,6480,34,FALSE,Textile #3 fragment,,,"Overburden, disturbed F3",Charcoal,,,,,
5152,Vero 3,Adovasio et al. 2019,https://doi.org/10.1080/20555563.2019.1670031,6303,VERO3,lit search,83299,Assemblage,UGAMS-29635,"11,61",40,FALSE,Holmesina septentrionalis - scute,Holmesina septentrionalis,scute,"Overburden, disturbed F3",Bioapatite,,,,,
5186,Ichtucknee River 3B,Dunbar et al. 1989,,6339,ICHTUK3B,lit search,83335,Assemblage,Beta-8362,15050,260,FALSE,carbon fragments,,,marl below peat,,,,,,
5192,Little Salt Spring,University of Miami Radiocarbon Dates XXI,https://doi.org/10.1017/S0033822200037796,6345,LTSALTSP,lit search,83341,Assemblage,UM-2214,4880,80,FALSE,"shell, Mercenaria campechiensis",Mercenaria campechiensis,shell,,,conventional radiometric,-0.04,,,
5192,Little Salt Spring,University of Miami Radiocarbon Dates XXI,https://doi.org/10.1017/S0033822200037796,6345,LTSALTSP,lit search,83341,Assemblage,UM-2216,4770,100,FALSE,charcoal,,,,,conventional radiometric,-0.76,,,
5192,Little Salt Spring,University of Miami Radiocarbon Dates XXI,https://doi.org/10.1017/S0033822200037796,6345,LTSALTSP,lit search,83341,Assemblage,UM-2215,5830,120,FALSE,"shell, Pomocea paludosa",Pomocea paludosa,shell,,,conventional radiometric,-12.3,,,
5192,Little Salt Spring,University of Miami Radiocarbon Dates XXI,https://doi.org/10.1017/S0033822200037796,6345,LTSALTSP,lit search,83341,Assemblage,UM-2211,7750,290,FALSE,"shell, Elliptio buckleyi",Elliptio buckleyi,shell,,,conventional radiometric,-8.6,,,
5192,Little Salt Spring,University of Miami Radiocarbon Dates XXI,https://doi.org/10.1017/S0033822200037796,6345,LTSALTSP,lit search,83341,Assemblage,UM-2213,8570,820,FALSE,charcoal,,,,,conventional radiometric,,,,
5213,Kramer Cave [Falcon Hill-Kramer Cave] [26WA196],"Jolie and Hattori, 2005",,6369,KRAMER,CARD,83376,Occupation,UCR-3969,3830,30,FALSE,textile,,,,Small 3 rod coiled basket with handle,accelerator mass spectrometry,,,,
5213,Kramer Cave [Falcon Hill-Kramer Cave] [26WA196],"Benson and Thompson, 1987",https://doi.org/10.1016/0033-5894(87)90034-2,6369,KRAMER,CARD,83376,Occupation,I-14063,2950,100,FALSE,"feces and debris, Neotoma",,,,,conventional radiometric,,,,
5213,Kramer Cave [Falcon Hill-Kramer Cave] [26WA196],"Benson and Thompson, 1987",https://doi.org/10.1016/0033-5894(87)90034-2,6369,KRAMER,CARD,83376,Occupation,I-14064,3070,110,FALSE,"feces and debris, Neotoma",,,,,conventional radiometric,,,,
5213,Kramer Cave [Falcon Hill-Kramer Cave] [26WA196],"Benson and Thompson, 1987",https://doi.org/10.1016/0033-5894(87)90034-2,6369,KRAMER,CARD,83376,Occupation,I-14065,3230,120,FALSE,"feces and debris, Neotoma",,,,,conventional radiometric,,,,
5217,Weeden Island,University of Miami Radiocarbon Dates XIII,https://doi.org/10.1017/S0033822200009292,6375,WEEDEN,lit search,83382,Assemblage,UM-1234,1580,80,FALSE,charred wood,,,,,conventional radiometric,,,,
5217,Weeden Island,University of Miami Radiocarbon Dates XIII,https://doi.org/10.1017/S0033822200009292,6375,WEEDEN,lit search,83382,Assemblage,UM-1235,1490,80,FALSE,charred wood,,,,,conventional radiometric,,,,
5217,Weeden Island,University of Michigan Radiocarbon Dates XI,https://doi.org/10.1017/S0033822200000163,6375,WEEDEN,lit search,83382,Assemblage,M-1598,1550,130,FALSE,charcoal,,,,,conventional radiometric,,,,
5222,Burtine Island,Isotopes Inc. Radiocarbon Measurements VI,https://doi.org/10.1017/S0033822200010900,6380,BURTINE,lit search,83387,Assemblage,I-2010,325,90,FALSE,charcoal,,,12-18 in,date rejected by author,conventional radiometric,,,,
5222,Burtine Island,Isotopes Inc. Radiocarbon Measurements VI,https://doi.org/10.1017/S0033822200010900,6380,BURTINE,lit search,83387,Assemblage,I-1914,1505,95,FALSE,"shell, Venus",Venus,shell,18-24 in,Site C,conventional radiometric,,,,
5222,Burtine Island,Isotopes Inc. Radiocarbon Measurements VI,https://doi.org/10.1017/S0033822200010900,6380,BURTINE,lit search,83387,Assemblage,I-1961,1965,95,FALSE,"shell, Busycon",Busycon,shell,36-43 in,,conventional radiometric,,,,
5222,Burtine Island,Isotopes Inc. Radiocarbon Measurements VI,https://doi.org/10.1017/S0033822200010900,6380,BURTINE,lit search,83387,Assemblage,I-1913,2630,100,FALSE,"shell, Melongena",Melongena,shell,18-24 in,Site A,conventional radiometric,,,,
5222,Burtine Island,Isotopes Inc. Radiocarbon Measurements VI,https://doi.org/10.1017/S0033822200010900,6380,BURTINE,lit search,83387,Assemblage,I-1915,235,100,FALSE,charcoal,,,24-27 in,Site D,conventional radiometric,,,,
5222,Burtine Island,Isotopes Inc. Radiocarbon Measurements VI,https://doi.org/10.1017/S0033822200010900,6380,BURTINE,lit search,83387,Assemblage,I-1988,3390,110,FALSE,"shell, Melongena corona",Melongena corona,shell,6-12 in,date rejected by author,conventional radiometric,,,,
5223,Granada,University of Miami Radiocarbon Dates XVII,https://doi.org/10.1017/S0033822200004768,6381,GRANADA,lit search,83388,Assemblage,UM-1660,1080,50,FALSE,,,,,,conventional radiometric,,,,
5223,Granada,University of Miami Radiocarbon Dates XVII,https://doi.org/10.1017/S0033822200004768,6381,GRANADA,lit search,83388,Assemblage,UM-1663,1160,50,FALSE,,,,,,conventional radiometric,,,,
5223,Granada,University of Miami Radiocarbon Dates XVII,https://doi.org/10.1017/S0033822200004768,6381,GRANADA,lit search,83388,Assemblage,UM-1664,1030,50,FALSE,,,,,,conventional radiometric,,,,
5223,Granada,University of Miami Radiocarbon Dates XVII,https://doi.org/10.1017/S0033822200004768,6381,GRANADA,lit search,83388,Assemblage,UM-1670,1020,50,FALSE,,,,,,conventional radiometric,,,,
5223,Granada,University of Miami Radiocarbon Dates XVII,https://doi.org/10.1017/S0033822200004768,6381,GRANADA,lit search,83388,Assemblage,UM-1671,1220,50,FALSE,,,,,,conventional radiometric,,,,
5223,Granada,University of Miami Radiocarbon Dates XVII,https://doi.org/10.1017/S0033822200004768,6381,GRANADA,lit search,83388,Assemblage,UM-1661,530,60,FALSE,,,,,,conventional radiometric,,,,
5223,Granada,University of Miami Radiocarbon Dates XVII,https://doi.org/10.1017/S0033822200004768,6381,GRANADA,lit search,83388,Assemblage,UM-1668,890,60,FALSE,,,,,,conventional radiometric,,,,
5223,Granada,University of Miami Radiocarbon Dates XIV,https://doi.org/10.1017/S0033822200004239,6381,GRANADA,lit search,83388,Assemblage,UM-1367,1260,70,FALSE,charcoal,,,60-75cm,duplicate run of UM-1366,conventional radiometric,-25.56,,,
5223,Granada,University of Miami Radiocarbon Dates XIV,https://doi.org/10.1017/S0033822200004239,6381,GRANADA,lit search,83388,Assemblage,UM-1373,1720,70,FALSE,"shell, external portion",,,135-150cm,,conventional radiometric,-0.66,,,
5223,Granada,University of Miami Radiocarbon Dates XVII,https://doi.org/10.1017/S0033822200004768,6381,GRANADA,lit search,83388,Assemblage,UM-1662,1020,70,FALSE,,,,,,conventional radiometric,,,,
5223,Granada,University of Miami Radiocarbon Dates XVII,https://doi.org/10.1017/S0033822200004768,6381,GRANADA,lit search,83388,Assemblage,UM-1666,1090,70,FALSE,,,,,,conventional radiometric,,,,
5223,Granada,University of Miami Radiocarbon Dates XVII,https://doi.org/10.1017/S0033822200004768,6381,GRANADA,lit search,83388,Assemblage,UM-1672,1930,75,FALSE,,,,,,conventional radiometric,,,,
5223,Granada,University of Miami Radiocarbon Dates XVII,https://doi.org/10.1017/S0033822200004768,6381,GRANADA,lit search,83388,Assemblage,UM-1665,1350,80,FALSE,,,,,,conventional radiometric,,,,
5223,Granada,University of Miami Radiocarbon Dates XVII,https://doi.org/10.1017/S0033822200004768,6381,GRANADA,lit search,83388,Assemblage,UM-1669,1230,80,FALSE,,,,,,conventional radiometric,,,,
5223,Granada,University of Miami Radiocarbon Dates XIV,https://doi.org/10.1017/S0033822200004239,6381,GRANADA,lit search,83388,Assemblage,UM-1366,1740,90,FALSE,charcoal,,,60-75cm,duplicate run of UM-1367,conventional radiometric,-25.56,,,
5223,Granada,University of Miami Radiocarbon Dates XIV,https://doi.org/10.1017/S0033822200004239,6381,GRANADA,lit search,83388,Assemblage,UM-1368,1600,90,FALSE,"shell, internal portion",,,60-75cm,duplicate run of UM-1372,conventional radiometric,1.41,,,
5223,Granada,University of Miami Radiocarbon Dates XIV,https://doi.org/10.1017/S0033822200004239,6381,GRANADA,lit search,83388,Assemblage,UM-1369,1590,90,FALSE,"shell, external portion",,,60-75cm,duplicate run of UM-1371,conventional radiometric,1.89,,,
5223,Granada,University of Miami Radiocarbon Dates XIV,https://doi.org/10.1017/S0033822200004239,6381,GRANADA,lit search,83388,Assemblage,UM-1374,1870,90,FALSE,"shell, internal portion",,,135-150cm,,conventional radiometric,-0.54,,,
5223,Granada,University of Miami Radiocarbon Dates XIV,https://doi.org/10.1017/S0033822200004239,6381,GRANADA,lit search,83388,Assemblage,UM-1370,1780,100,FALSE,charcoal,,,135-150cm,,conventional radiometric,-25.53,,,
5223,Granada,University of Miami Radiocarbon Dates XIV,https://doi.org/10.1017/S0033822200004239,6381,GRANADA,lit search,83388,Assemblage,UM-1372,1380,100,FALSE,"shell, internal portion",,,60-75cm,duplicate run of UM-1368,conventional radiometric,1.41,,,
5223,Granada,University of Miami Radiocarbon Dates XVII,https://doi.org/10.1017/S0033822200004768,6381,GRANADA,lit search,83388,Assemblage,UM-1667,490,110,FALSE,,,,,,conventional radiometric,,,,
5223,Granada,University of Miami Radiocarbon Dates XVII,https://doi.org/10.1017/S0033822200004768,6381,GRANADA,lit search,83388,Assemblage,UM-1674,1440,140,FALSE,,,,,,conventional radiometric,,,,
5223,Granada,University of Miami Radiocarbon Dates XIV,https://doi.org/10.1017/S0033822200004239,6381,GRANADA,lit search,83388,Assemblage,UM-1371,1490,250,FALSE,"shell, external portion",,,60-75cm,duplicate run of UM-1369,conventional radiometric,1.89,,,
5231,Useppa Island [8LL51],University of Miami Radiocarbon Dates XVIII,https://doi.org/10.1017/S0033822200011607,6389,USEPPA,lit search,83396,Level 2,UM-1839,1360,70,FALSE,shell,,,,,conventional radiometric,,,,
5231,Useppa Island [8LL51],University of Miami Radiocarbon Dates XVIII,https://doi.org/10.1017/S0033822200011607,6389,USEPPA,lit search,83396,Level 2,UM-1838,2260,80,FALSE,"shell, Strombus",Strombus,shell,,,conventional radiometric,,,,
5231,Useppa Island [8LL51],University of Miami Radiocarbon Dates XVIII,https://doi.org/10.1017/S0033822200011607,6389,USEPPA,lit search,83396,Level 2,UM-1840,1180,80,FALSE,"shell, Busycon and Strombus",Gastropoda,shell,,,conventional radiometric,,,,
5231,Useppa Island [8LL51],University of Miami Radiocarbon Dates XVIII,https://doi.org/10.1017/S0033822200011607,6389,USEPPA,lit search,83396,Level 2,UM-1841,1700,80,FALSE,"shell, Busycon",Busycon,shell,,,conventional radiometric,,,,
5231,Useppa Island [8LL51],University of Miami Radiocarbon Dates XVIII,https://doi.org/10.1017/S0033822200011607,6389,USEPPA,lit search,83396,Level 2,UM-1837,1850,90,FALSE,"shell, Crassostrea",Crassostrea,shell,,,conventional radiometric,,,,
5231,Useppa Island [8LL51],University of Miami Radiocarbon Dates XVIII,https://doi.org/10.1017/S0033822200011607,6389,USEPPA,lit search,83396,Level 2,UM-1835,5630,100,FALSE,"shell, Busycon",Busycon,shell,,,conventional radiometric,,,,
5231,Useppa Island [8LL51],University of Miami Radiocarbon Dates XVIII,https://doi.org/10.1017/S0033822200011607,6389,USEPPA,lit search,83396,Level 2,UM-1836,4940,100,FALSE,"shell, Mercenaria",Mercenaria,shell,,,conventional radiometric,,,,
5234,Big Mound Key [8CH10],Luer et al. 1986,,6392,BGMNDKEY,CARD,83402,Composite Assemblage,UM-2762A,2090,50,FALSE,"Shell, Whelk shell tool blanks",Buccinidae,shell,,,conventional radiometric,,,,
5234,Big Mound Key [8CH10],Luer et al. 1986,,6392,BGMNDKEY,CARD,83402,Composite Assemblage,UM-2765,740,50,FALSE,"Shell, Whelk shell tool blanks",Buccinidae,shell,,,conventional radiometric,,,,
5234,Big Mound Key [8CH10],Luer et al. 1986,,6392,BGMNDKEY,CARD,83402,Composite Assemblage,UM-2762B,1980,60,FALSE,"Shell, Whelk shell tool blanks",Buccinidae,shell,,,conventional radiometric,,,,
5234,Big Mound Key [8CH10],Luer et al. 1986,,6392,BGMNDKEY,CARD,83402,Composite Assemblage,UM-2763,830,60,FALSE,"Shell, Whelk shell tool blanks",Buccinidae,shell,,,conventional radiometric,,,,
5234,Big Mound Key [8CH10],Luer et al. 1986,,6392,BGMNDKEY,CARD,83402,Composite Assemblage,UM-2764,810,60,FALSE,"Shell, Whelk shell tool blanks",Buccinidae,shell,,,conventional radiometric,,,,
5241,Marco Island 8CR107x1,Isotopes Inc. Radiocarbon Measurements IX,https://doi.org/10.1017/S003382220000103X,6400,MAR107X1,lit search,83419,Assemblage,I-4569,3155,100,FALSE,charcoal,,,Level 4,,conventional radiometric,,,,
5241,Marco Island 8CR107x1,Isotopes Inc. Radiocarbon Measurements IX,https://doi.org/10.1017/S003382220000103X,6400,MAR107X1,lit search,83419,Assemblage,I-4573,3400,100,FALSE,charcoal,,,Level 4,,conventional radiometric,,,,
5241,Marco Island 8CR107x1,Isotopes Inc. Radiocarbon Measurements IX,https://doi.org/10.1017/S003382220000103X,6400,MAR107X1,lit search,83419,Assemblage,I-4570,3060,105,FALSE,charcoal,,,Level 7,,conventional radiometric,,,,
5241,Marco Island 8CR107x1,Isotopes Inc. Radiocarbon Measurements IX,https://doi.org/10.1017/S003382220000103X,6400,MAR107X1,lit search,83419,Assemblage,I-4571,3375,105,FALSE,charcoal,,,Level 2,,conventional radiometric,,,,
5241,Marco Island 8CR107x1,Isotopes Inc. Radiocarbon Measurements IX,https://doi.org/10.1017/S003382220000103X,6400,MAR107X1,lit search,83419,Assemblage,I-4572,3315,105,FALSE,charcoal,,,Level 3,,conventional radiometric,,,,
5241,Marco Island 8CR107x1,Isotopes Inc. Radiocarbon Measurements IX,https://doi.org/10.1017/S003382220000103X,6400,MAR107X1,lit search,83419,Assemblage,I-4568,1995,160,FALSE,charcoal,,,Level 3,date rejected as intrusive,conventional radiometric,,,,
5258,Labor-of-Love Cave,"Emslie and Mead, 2020",https://doi.org/10.3398/064.080.0301,6417,LABORLOV,lit search,83440,Assemblage,D-AMS-032799,19302,67,FALSE,"bone, Euceratherium, RM1",Euceratherium,RM1,,,accelerator mass spectrometry,,,,
5258,Labor-of-Love Cave,"Emslie and Mead, 2020",https://doi.org/10.3398/064.080.0301,6417,LABORLOV,lit search,83440,Assemblage,D-AMS-032794,17916,82,FALSE,"bone, Oreamnos, LM1",Oreamnos,LM1,,,accelerator mass spectrometry,,,,
5258,Labor-of-Love Cave,"Emslie and Mead, 2020",https://doi.org/10.3398/064.080.0301,6417,LABORLOV,lit search,83440,Assemblage,D-AMS-032795,21981,84,FALSE,"bone, Ovis, LM1",Ovis,LM1,,,accelerator mass spectrometry,,,,
5258,Labor-of-Love Cave,"Emslie and Mead, 2020",https://doi.org/10.3398/064.080.0301,6417,LABORLOV,lit search,83440,Assemblage,D-AMS-032800,20106,89,FALSE,"bone, Equus, LM1 or M2",Equus,LM1/M2,,,accelerator mass spectrometry,,,,
5258,Labor-of-Love Cave,"Emslie and Mead, 2020",https://doi.org/10.3398/064.080.0301,6417,LABORLOV,lit search,83440,Assemblage,D-AMS-032798,20203,95,FALSE,"bone, Euceratherium, RM2",Euceratherium,RM2,,,accelerator mass spectrometry,,,,
5258,Labor-of-Love Cave,"Emslie and Mead, 2020",https://doi.org/10.3398/064.080.0301,6417,LABORLOV,lit search,83440,Assemblage,D-AMS-032793,21998,97,FALSE,"bone, Ovis or Oreamnos, M2 or M3",Caprini,M2,,,accelerator mass spectrometry,,,,
5258,Labor-of-Love Cave,"Emslie and Mead, 2020",https://doi.org/10.3398/064.080.0301,6417,LABORLOV,lit search,83440,Assemblage,D-AMS-032797,23386,106,FALSE,"bone, Arctodus simus, RI3",Arctodus simus,RI3,,,accelerator mass spectrometry,,,,
5258,Labor-of-Love Cave,"Emslie and Mead, 2020",https://doi.org/10.3398/064.080.0301,6417,LABORLOV,lit search,83440,Assemblage,D-AMS-032792,22321,110,FALSE,"bone, Ursus americanus, Lc1",Ursus americanus,Lc1,,,accelerator mass spectrometry,,,,
5258,Labor-of-Love Cave,"Emslie and Mead, 2020",https://doi.org/10.3398/064.080.0301,6417,LABORLOV,lit search,83440,Assemblage,D-AMS-032801,32759,171,FALSE,"bone, cf. Equus, tibia?",cf. Equus sp.,tibia,,,accelerator mass spectrometry,,,,
5286,Great Oasis Village [21MU2],University of Wisconsin Radiocarbon Dates X,https://doi.org/10.1017/S0033822200058720,6451,GRTOASIS,lit search,83487,Assemblage,WIS-532,975,65,FALSE,charcoal,,,,Samples 17 and 18,conventional radiometric,,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-264865,910,40,FALSE,"Other, Unidentified grass, charred",,,,Thatch from the roof of a structure in the inner mound layer of Mound F.,conventional radiometric,,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-271174,760,40,FALSE,"Bone, Deer bone, element not specified, collagen",,,,Feature from under the Mound F primary mound fill.,conventional radiometric,,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,DIC-2358,630,45,FALSE,Charcoal,,,,Fill from a wall trench on Mound F’s primary surface.,conventional radiometric,,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-39234,750,50,FALSE,Charcoal,,,,Fill from a stratum (Feature 9/O13D) in Mound I.,conventional radiometric,,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-44770,530,50,FALSE,Charcoal,,,,"Base of a pit (house pit #3, Feature 6/S-11-D). At or below 1.6ft BS",conventional radiometric,,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-44771,570,50,FALSE,Charcoal,,,,"Base of a pit (house pit #3, Feature 6/S-11-D). At or Below 1.6ft BS",conventional radiometric,,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,DIC-1023,360,50,FALSE,Charcoal,,,,"Fill of a small pit (Feature 5/Q-8-C). 0.8ft belowsurface, Block 1R2 collected and submitted in 1977",conventional radiometric,,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,DIC-1024,510,50,FALSE,Charcoal,,,,"Fill of a 0.7m pit (Feautre 24B-1/Q-08-C), 2.4 ft below surface, Block1R1",conventional radiometric,,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,DIC-2357,680,50,FALSE,Charcoal,,,,"Fill of Mound F in primary mound layer. R3.5 line between blocks 7R4 and 8R4, exposed in the profile at elevation 378.47 ft,",conventional radiometric,,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-39233,590,60,FALSE,Charcoal,,,,Feature 12/Mound F (primary mound surface),conventional radiometric,,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-44768,660,60,FALSE,Charcoal,,,,"Base of a pit (house pit #2, Feature 5/S-11-D) within House #2.",conventional radiometric,,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-44769,640,60,FALSE,Charcoal,,,,"Base of a pit (house pit #2, Feature 5/S-11-D). In the 1.2 to 1.6 ft level BS",conventional radiometric,,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-39232,840,80,FALSE,Charcoal,,,,Feature 12/Mound F (primary mound surface),conventional radiometric,,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-39235,950,80,FALSE,Charcoal,,,,"Fill from a stratum (Feature 9/O13D) in Mound I. <0.5 g after pretreatment, date no acceptable",conventional radiometric,,,,
5291,Angel Mounds,University of Michigan Radiocarbon Dates IX,https://doi.org/10.1017/S0033822200010511,6455,ANGELMND,CARD,83491,Assemblage,M-4,530,100,FALSE,Charcoal,,,,"Mound F, mass of charred organic and vegetable material in a pit within the top of the primary mound within the south room of a large building",conventional radiometric,-25,,,
5291,Angel Mounds,University of Michigan Radiocarbon Dates IX,https://doi.org/10.1017/S0033822200010511,6455,ANGELMND,CARD,83491,Assemblage,M-5,580,100,FALSE,Charcoal,,,,"house wall trench in village area, one of several rebuilt dwellings; Block 0R1, W-10-D, collection in 1941, and submited in early 1950's, acceptable",conventional radiometric,-25,,,
5291,Angel Mounds,University of Michigan Radiocarbon Dates IX,https://doi.org/10.1017/S0033822200010511,6455,ANGELMND,CARD,83491,Assemblage,M-7,760,100,FALSE,Charcoal,,,,"house wall trench in village area, one of several rebuilt dwellings; Block 9L3,W-11-A, and submitted in early 1950's, acceptable",conventional radiometric,-25,,,
5291,Angel Mounds,Hilgeman 2000,,6455,ANGELMND,CARD,83491,Assemblage,DIC-2359,90,110,FALSE,Charcoal,,,,Fill of a posthole in the corner of a wall trench building on the primary mound surface of Mound F.,conventional radiometric,,,,
5291,Angel Mounds,University of Michigan Radiocarbon Dates IX,https://doi.org/10.1017/S0033822200010511,6455,ANGELMND,CARD,83491,Assemblage,M-10,2125,120,FALSE,"Shell, freshwater mollusc shell; coquille de mollusque d'eau douce",Mollusca,shell,,Block 9-R-5 within the 0.4-0.8 ft cut in the village area,conventional radiometric,-8,,,
5291,Angel Mounds,University of Michigan Radiocarbon Dates IX,https://doi.org/10.1017/S0033822200010511,6455,ANGELMND,CARD,83491,Assemblage,M-2,1340,120,FALSE,Charcoal,,,,"Mound F, 4 ft depth, included during the process of constructing the secondary mantle; Was dismissed because of the deviation from expected occupation dates and stratigrgaphic conflicts (Black 1967; Hilgeman 2000)",conventional radiometric,-25,,,
5291,Angel Mounds,University of Michigan Radiocarbon Dates IX,https://doi.org/10.1017/S0033822200010511,6455,ANGELMND,CARD,83491,Assemblage,M-9,2255,140,FALSE,"Shell, freshwater mollusc shell; coquille de mollusque d'eau douce",Mollusca,shell,,"Mound F, primary surface",conventional radiometric,-8,,,
5291,Angel Mounds,Monaghan et al. 2014,,6455,ANGELMND,CARD,83491,Assemblage,Beta-303069,630,30,FALSE,"Seeds, P. vulgaris",Phaseolus vulgaris,seeds,,,,,,,
5291,Angel Mounds,McGill 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-306318,620,30,FALSE,"Bone, Deer bone, element not specified",Odocoileus sp.,,,Possible pit feature (O-13-D/Feature 23) below Mound I.,,,,,
5291,Angel Mounds,Krus 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-309045,790,30,FALSE,"Other, Charred cane (Arundinaria gigantea)",Arundinaria gigantea,,,"A stratum with burned materials superimposed by the palisade trench (East Village Outer Palisade, W-10-D).",,-25.9,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-309046,770,30,FALSE,"Wood, Unidentified bark",,,,"Palisade posthole (East Village Heavy Trench, W-10-D).",,-26.9,,,
5291,Angel Mounds,McGill 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-309052,630,30,FALSE,"Seeds, Zea mays",Zea mays,,,Fill of House Pit #1 (S-11-D).,,,,,
5291,Angel Mounds,Pike 2012,,6455,ANGELMND,CARD,83491,Assemblage,Beta-313068,690,30,FALSE,"Other, Cane (Arundinaria gigantic)",Arundinaria gigantea,,,"Associated parallel wood strips, wood charcoal, river cane, and four complete ceramic vessels (X-7-D/Feature 3) on the 3rd Terrace.",,,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-232869,890,40,FALSE,"Other, Unidentified grass/grass roots",Poaceae,,,Turf block from the upper platform (south) of Mound A. Age of Mound A construction,,-9.1,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-232870,900,40,FALSE,"Other, Unidentified grass/grass roots",Poaceae,,,Turf block from the upper platform (south) of Mound A. Age of Mound A construction,,-26.3,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-234734,590,40,FALSE,"Charcoal, Fraxinus sp.",Fraxinus,,,10cm3 piece of charred wood found at the base of the inner palisade trench (M13D/5R3).,,,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-234735,910,40,FALSE,Charcoal,,,,"Daub feature in structure (Unit K), likely wooden structural elements of the house.",,-25.4,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-234736,700,40,FALSE,"Other, charred cane",,,,Pit (Unit M).,,,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-234737,590,40,FALSE,"Seeds, Unidentified nutshell",,,,From deposit near fireclay basin (Unit H).,,-28.1,,,
5291,Angel Mounds,Krus et al. 2013,,6455,ANGELMND,CARD,83491,Assemblage,Beta-234738,660,40,FALSE,"Seeds, Unidentified nutshell",,,,Small pit feature (Unit B).,,-22.7,,,
